产品名称,注册证编号,注册人名称,批准日期 ,有效期
29,眼科AB型超声诊断仪Diagnostic Ophthalmic Ultrasound,Ellex Medical Pty Ltd,国械注进20183232145,2018-06-27,2023-06-26
29,内镜用超声探头内視鏡用超音波プローブ,奥林巴斯医疗株式会社オリンパスメディカルシステムズ株式会社,国械注进20183232074,2018-06-04,2023-06-03
29,超声诊断系统Ultrasound System,Rimed Ltd.,国械注进20182232081,2018-06-04,2023-06-03
29,超声波治疗仪Ultrasound,"伊藤超短波株式会社ITO CO., LTD.",国械注进20182232072,2018-06-04,2023-06-03
29,超声活检针及附件EUS Needle Systems,Medi-Globe GmbH,国械注进20183152041,2018-05-28,2023-05-27
29,超声诊断系统Diagnostic Ultrasound System,"美国西门子医疗系统公司Siemens Medical Solutions USA, Inc.",国械注进20182230177,2018-05-04,2023-05-03
29,磁共振引导高强度聚焦超声治疗系统MR-Guided High Intensity Focused Ultrasound Therapy System,Philips Oy Philips Medical Systems MR Finland,国械注进20183231019,2018-05-04,2023-05-03
29,聚焦超声减脂仪Contour I V3,Syneron Medical Ltd.,国械注进20183231020,2018-05-04,2023-05-03
29,超声诊断仪Ultrasound Diagnostic Equipment,"三星麦迪逊有限公司SAMSUNG MEDISON CO.,LTD.",国械注进20182231972,2018-04-26,2023-04-25
29,超声诊断仪Ultrasound Diagnostic Imaging System,"SuperSonic Imagine, SA",国械注进20183231970,2018-04-26,2023-04-25
30,超声诊断仪Diagnostic Ultrasound System,奥地利通用电气医疗两合公司GE Healthcare Austria GmbH & Co OG,国械注进20152061495,2018-08-20,2023-08-19
30,彩色超声诊断仪汎用超音波画像診断装置,株式会社日立制作所株式会社日立製作所,国械注进20183062269,2018-08-20,2023-08-19
30,超声洁牙机Dental Scaler,E.M.S. Electro Medical Systems S.A.,国械注进20182032275,2018-08-20,2023-08-19
30,便携式彩色超声诊断仪Ultrasound System,"FUJIFILM SonoSite, Inc.",国械注进20183062278,2018-08-20,2023-08-19
30,超声电子上消化道内窥镜,HOYA株式会社,国械注进20183062277,2018-08-20,2023-08-19
30,超声诊断设备汎用超音波画像診断装置,东芝医疗系统株式会社/東芝メディカルシステムズ株式会社,国械注进20183060304,2018-08-12,2023-08-11
30,内窥镜超声探头体腔向け超音波診断用プローブ,富士胶片株式会社富士フイルム株式会社,国械注进20183230293,2018-07-30,2023-07-29
30,超声波治疗仪超音波治療器,"伊藤超短波株式会社ITO Co., Ltd",国械注进20182232195,2018-07-11,2023-07-10
30,心腔内超声导管Ultra ICE Plus 9MHz IntraCardiac Echo Catheter,Boston Scientific Corporation,国械注进20183230244,2018-07-02,2023-07-01
30,便携式彩色超声诊断系统FUJIFILM FC1 Ultrasound System,"FUJIFILM SonoSite, Inc.",国械注进20183230242,2018-07-02,2023-07-01
30,眼科AB型超声诊断仪Diagnostic Ophthalmic Ultrasound,Ellex Medical Pty Ltd,国械注进20183232145,2018-06-27,2023-06-26
30,内镜用超声探头内視鏡用超音波プローブ,奥林巴斯医疗株式会社オリンパスメディカルシステムズ株式会社,国械注进20183232074,2018-06-04,2023-06-03
30,超声诊断系统Ultrasound System,Rimed Ltd.,国械注进20182232081,2018-06-04,2023-06-03
30,超声波治疗仪Ultrasound,"伊藤超短波株式会社ITO CO., LTD.",国械注进20182232072,2018-06-04,2023-06-03
30,超声活检针及附件EUS Needle Systems,Medi-Globe GmbH,国械注进20183152041,2018-05-28,2023-05-27
30,超声诊断系统Diagnostic Ultrasound System,"美国西门子医疗系统公司Siemens Medical Solutions USA, Inc.",国械注进20182230177,2018-05-04,2023-05-03
30,磁共振引导高强度聚焦超声治疗系统MR-Guided High Intensity Focused Ultrasound Therapy System,Philips Oy Philips Medical Systems MR Finland,国械注进20183231019,2018-05-04,2023-05-03
30,聚焦超声减脂仪Contour I V3,Syneron Medical Ltd.,国械注进20183231020,2018-05-04,2023-05-03
30,超声诊断仪Ultrasound Diagnostic Equipment,"三星麦迪逊有限公司SAMSUNG MEDISON CO.,LTD.",国械注进20182231972,2018-04-26,2023-04-25
30,超声诊断仪Ultrasound Diagnostic Imaging System,"SuperSonic Imagine, SA",国械注进20183231970,2018-04-26,2023-04-25
31,超声诊断仪Diagnostic Ultrasound System,奥地利通用电气医疗两合公司GE Healthcare Austria GmbH & Co OG,国械注进20152061495,2018-08-20,2023-08-19
31,彩色超声诊断仪汎用超音波画像診断装置,株式会社日立制作所株式会社日立製作所,国械注进20183062269,2018-08-20,2023-08-19
31,超声洁牙机Dental Scaler,E.M.S. Electro Medical Systems S.A.,国械注进20182032275,2018-08-20,2023-08-19
31,便携式彩色超声诊断仪Ultrasound System,"FUJIFILM SonoSite, Inc.",国械注进20183062278,2018-08-20,2023-08-19
31,超声电子上消化道内窥镜,HOYA株式会社,国械注进20183062277,2018-08-20,2023-08-19
31,超声诊断设备汎用超音波画像診断装置,东芝医疗系统株式会社/東芝メディカルシステムズ株式会社,国械注进20183060304,2018-08-12,2023-08-11
31,内窥镜超声探头体腔向け超音波診断用プローブ,富士胶片株式会社富士フイルム株式会社,国械注进20183230293,2018-07-30,2023-07-29
31,超声波治疗仪超音波治療器,"伊藤超短波株式会社ITO Co., Ltd",国械注进20182232195,2018-07-11,2023-07-10
31,心腔内超声导管Ultra ICE Plus 9MHz IntraCardiac Echo Catheter,Boston Scientific Corporation,国械注进20183230244,2018-07-02,2023-07-01
31,便携式彩色超声诊断系统FUJIFILM FC1 Ultrasound System,"FUJIFILM SonoSite, Inc.",国械注进20183230242,2018-07-02,2023-07-01
31,眼科AB型超声诊断仪Diagnostic Ophthalmic Ultrasound,Ellex Medical Pty Ltd,国械注进20183232145,2018-06-27,2023-06-26
31,内镜用超声探头内視鏡用超音波プローブ,奥林巴斯医疗株式会社オリンパスメディカルシステムズ株式会社,国械注进20183232074,2018-06-04,2023-06-03
31,超声诊断系统Ultrasound System,Rimed Ltd.,国械注进20182232081,2018-06-04,2023-06-03
31,超声波治疗仪Ultrasound,"伊藤超短波株式会社ITO CO., LTD.",国械注进20182232072,2018-06-04,2023-06-03
31,超声活检针及附件EUS Needle Systems,Medi-Globe GmbH,国械注进20183152041,2018-05-28,2023-05-27
31,超声诊断系统Diagnostic Ultrasound System,"美国西门子医疗系统公司Siemens Medical Solutions USA, Inc.",国械注进20182230177,2018-05-04,2023-05-03
31,磁共振引导高强度聚焦超声治疗系统MR-Guided High Intensity Focused Ultrasound Therapy System,Philips Oy Philips Medical Systems MR Finland,国械注进20183231019,2018-05-04,2023-05-03
31,聚焦超声减脂仪Contour I V3,Syneron Medical Ltd.,国械注进20183231020,2018-05-04,2023-05-03
31,超声诊断仪Ultrasound Diagnostic Equipment,"三星麦迪逊有限公司SAMSUNG MEDISON CO.,LTD.",国械注进20182231972,2018-04-26,2023-04-25
31,超声诊断仪Ultrasound Diagnostic Imaging System,"SuperSonic Imagine, SA",国械注进20183231970,2018-04-26,2023-04-25
32,超声诊断仪Diagnostic Ultrasound System,奥地利通用电气医疗两合公司GE Healthcare Austria GmbH & Co OG,国械注进20152061495,2018-08-20,2023-08-19
32,彩色超声诊断仪汎用超音波画像診断装置,株式会社日立制作所株式会社日立製作所,国械注进20183062269,2018-08-20,2023-08-19
32,超声洁牙机Dental Scaler,E.M.S. Electro Medical Systems S.A.,国械注进20182032275,2018-08-20,2023-08-19
32,便携式彩色超声诊断仪Ultrasound System,"FUJIFILM SonoSite, Inc.",国械注进20183062278,2018-08-20,2023-08-19
32,超声电子上消化道内窥镜,HOYA株式会社,国械注进20183062277,2018-08-20,2023-08-19
32,超声诊断设备汎用超音波画像診断装置,东芝医疗系统株式会社/東芝メディカルシステムズ株式会社,国械注进20183060304,2018-08-12,2023-08-11
32,内窥镜超声探头体腔向け超音波診断用プローブ,富士胶片株式会社富士フイルム株式会社,国械注进20183230293,2018-07-30,2023-07-29
32,超声波治疗仪超音波治療器,"伊藤超短波株式会社ITO Co., Ltd",国械注进20182232195,2018-07-11,2023-07-10
32,心腔内超声导管Ultra ICE Plus 9MHz IntraCardiac Echo Catheter,Boston Scientific Corporation,国械注进20183230244,2018-07-02,2023-07-01
32,便携式彩色超声诊断系统FUJIFILM FC1 Ultrasound System,"FUJIFILM SonoSite, Inc.",国械注进20183230242,2018-07-02,2023-07-01
32,眼科AB型超声诊断仪Diagnostic Ophthalmic Ultrasound,Ellex Medical Pty Ltd,国械注进20183232145,2018-06-27,2023-06-26
32,内镜用超声探头内視鏡用超音波プローブ,奥林巴斯医疗株式会社オリンパスメディカルシステムズ株式会社,国械注进20183232074,2018-06-04,2023-06-03
32,超声诊断系统Ultrasound System,Rimed Ltd.,国械注进20182232081,2018-06-04,2023-06-03
32,超声波治疗仪Ultrasound,"伊藤超短波株式会社ITO CO., LTD.",国械注进20182232072,2018-06-04,2023-06-03
32,超声活检针及附件EUS Needle Systems,Medi-Globe GmbH,国械注进20183152041,2018-05-28,2023-05-27
32,超声诊断系统Diagnostic Ultrasound System,"美国西门子医疗系统公司Siemens Medical Solutions USA, Inc.",国械注进20182230177,2018-05-04,2023-05-03
32,磁共振引导高强度聚焦超声治疗系统MR-Guided High Intensity Focused Ultrasound Therapy System,Philips Oy Philips Medical Systems MR Finland,国械注进20183231019,2018-05-04,2023-05-03
32,聚焦超声减脂仪Contour I V3,Syneron Medical Ltd.,国械注进20183231020,2018-05-04,2023-05-03
32,超声诊断仪Ultrasound Diagnostic Equipment,"三星麦迪逊有限公司SAMSUNG MEDISON CO.,LTD.",国械注进20182231972,2018-04-26,2023-04-25
32,超声诊断仪Ultrasound Diagnostic Imaging System,"SuperSonic Imagine, SA",国械注进20183231970,2018-04-26,2023-04-25
33,超声诊断仪Diagnostic Ultrasound System,奥地利通用电气医疗两合公司GE Healthcare Austria GmbH & Co OG,国械注进20152061495,2018-08-20,2023-08-19
33,彩色超声诊断仪汎用超音波画像診断装置,株式会社日立制作所株式会社日立製作所,国械注进20183062269,2018-08-20,2023-08-19
33,超声洁牙机Dental Scaler,E.M.S. Electro Medical Systems S.A.,国械注进20182032275,2018-08-20,2023-08-19
33,便携式彩色超声诊断仪Ultrasound System,"FUJIFILM SonoSite, Inc.",国械注进20183062278,2018-08-20,2023-08-19
33,超声电子上消化道内窥镜,HOYA株式会社,国械注进20183062277,2018-08-20,2023-08-19
33,超声诊断设备汎用超音波画像診断装置,东芝医疗系统株式会社/東芝メディカルシステムズ株式会社,国械注进20183060304,2018-08-12,2023-08-11
33,内窥镜超声探头体腔向け超音波診断用プローブ,富士胶片株式会社富士フイルム株式会社,国械注进20183230293,2018-07-30,2023-07-29
33,超声波治疗仪超音波治療器,"伊藤超短波株式会社ITO Co., Ltd",国械注进20182232195,2018-07-11,2023-07-10
33,心腔内超声导管Ultra ICE Plus 9MHz IntraCardiac Echo Catheter,Boston Scientific Corporation,国械注进20183230244,2018-07-02,2023-07-01
33,便携式彩色超声诊断系统FUJIFILM FC1 Ultrasound System,"FUJIFILM SonoSite, Inc.",国械注进20183230242,2018-07-02,2023-07-01
33,眼科AB型超声诊断仪Diagnostic Ophthalmic Ultrasound,Ellex Medical Pty Ltd,国械注进20183232145,2018-06-27,2023-06-26
33,内镜用超声探头内視鏡用超音波プローブ,奥林巴斯医疗株式会社オリンパスメディカルシステムズ株式会社,国械注进20183232074,2018-06-04,2023-06-03
33,超声诊断系统Ultrasound System,Rimed Ltd.,国械注进20182232081,2018-06-04,2023-06-03
33,超声波治疗仪Ultrasound,"伊藤超短波株式会社ITO CO., LTD.",国械注进20182232072,2018-06-04,2023-06-03
33,超声活检针及附件EUS Needle Systems,Medi-Globe GmbH,国械注进20183152041,2018-05-28,2023-05-27
33,超声诊断系统Diagnostic Ultrasound System,"美国西门子医疗系统公司Siemens Medical Solutions USA, Inc.",国械注进20182230177,2018-05-04,2023-05-03
33,磁共振引导高强度聚焦超声治疗系统MR-Guided High Intensity Focused Ultrasound Therapy System,Philips Oy Philips Medical Systems MR Finland,国械注进20183231019,2018-05-04,2023-05-03
33,聚焦超声减脂仪Contour I V3,Syneron Medical Ltd.,国械注进20183231020,2018-05-04,2023-05-03
33,超声诊断仪Ultrasound Diagnostic Equipment,"三星麦迪逊有限公司SAMSUNG MEDISON CO.,LTD.",国械注进20182231972,2018-04-26,2023-04-25
33,超声诊断仪Ultrasound Diagnostic Imaging System,"SuperSonic Imagine, SA",国械注进20183231970,2018-04-26,2023-04-25
34,超声诊断仪Diagnostic Ultrasound System,奥地利通用电气医疗两合公司GE Healthcare Austria GmbH & Co OG,国械注进20152061495,2018-08-20,2023-08-19
34,彩色超声诊断仪汎用超音波画像診断装置,株式会社日立制作所株式会社日立製作所,国械注进20183062269,2018-08-20,2023-08-19
34,超声洁牙机Dental Scaler,E.M.S. Electro Medical Systems S.A.,国械注进20182032275,2018-08-20,2023-08-19
34,便携式彩色超声诊断仪Ultrasound System,"FUJIFILM SonoSite, Inc.",国械注进20183062278,2018-08-20,2023-08-19
34,超声电子上消化道内窥镜,HOYA株式会社,国械注进20183062277,2018-08-20,2023-08-19
34,超声诊断设备汎用超音波画像診断装置,东芝医疗系统株式会社/東芝メディカルシステムズ株式会社,国械注进20183060304,2018-08-12,2023-08-11
34,内窥镜超声探头体腔向け超音波診断用プローブ,富士胶片株式会社富士フイルム株式会社,国械注进20183230293,2018-07-30,2023-07-29
34,超声波治疗仪超音波治療器,"伊藤超短波株式会社ITO Co., Ltd",国械注进20182232195,2018-07-11,2023-07-10
34,心腔内超声导管Ultra ICE Plus 9MHz IntraCardiac Echo Catheter,Boston Scientific Corporation,国械注进20183230244,2018-07-02,2023-07-01
34,便携式彩色超声诊断系统FUJIFILM FC1 Ultrasound System,"FUJIFILM SonoSite, Inc.",国械注进20183230242,2018-07-02,2023-07-01
34,眼科AB型超声诊断仪Diagnostic Ophthalmic Ultrasound,Ellex Medical Pty Ltd,国械注进20183232145,2018-06-27,2023-06-26
34,内镜用超声探头内視鏡用超音波プローブ,奥林巴斯医疗株式会社オリンパスメディカルシステムズ株式会社,国械注进20183232074,2018-06-04,2023-06-03
34,超声诊断系统Ultrasound System,Rimed Ltd.,国械注进20182232081,2018-06-04,2023-06-03
34,超声波治疗仪Ultrasound,"伊藤超短波株式会社ITO CO., LTD.",国械注进20182232072,2018-06-04,2023-06-03
34,超声活检针及附件EUS Needle Systems,Medi-Globe GmbH,国械注进20183152041,2018-05-28,2023-05-27
34,超声诊断系统Diagnostic Ultrasound System,"美国西门子医疗系统公司Siemens Medical Solutions USA, Inc.",国械注进20182230177,2018-05-04,2023-05-03
34,磁共振引导高强度聚焦超声治疗系统MR-Guided High Intensity Focused Ultrasound Therapy System,Philips Oy Philips Medical Systems MR Finland,国械注进20183231019,2018-05-04,2023-05-03
34,聚焦超声减脂仪Contour I V3,Syneron Medical Ltd.,国械注进20183231020,2018-05-04,2023-05-03
34,超声诊断仪Ultrasound Diagnostic Equipment,"三星麦迪逊有限公司SAMSUNG MEDISON CO.,LTD.",国械注进20182231972,2018-04-26,2023-04-25
34,超声诊断仪Ultrasound Diagnostic Imaging System,"SuperSonic Imagine, SA",国械注进20183231970,2018-04-26,2023-04-25
35,超声诊断仪Diagnostic Ultrasound System,奥地利通用电气医疗两合公司GE Healthcare Austria GmbH & Co OG,国械注进20152061495,2018-08-20,2023-08-19
35,彩色超声诊断仪汎用超音波画像診断装置,株式会社日立制作所株式会社日立製作所,国械注进20183062269,2018-08-20,2023-08-19
35,超声洁牙机Dental Scaler,E.M.S. Electro Medical Systems S.A.,国械注进20182032275,2018-08-20,2023-08-19
35,便携式彩色超声诊断仪Ultrasound System,"FUJIFILM SonoSite, Inc.",国械注进20183062278,2018-08-20,2023-08-19
35,超声电子上消化道内窥镜,HOYA株式会社,国械注进20183062277,2018-08-20,2023-08-19
35,超声诊断设备汎用超音波画像診断装置,东芝医疗系统株式会社/東芝メディカルシステムズ株式会社,国械注进20183060304,2018-08-12,2023-08-11
35,内窥镜超声探头体腔向け超音波診断用プローブ,富士胶片株式会社富士フイルム株式会社,国械注进20183230293,2018-07-30,2023-07-29
35,超声波治疗仪超音波治療器,"伊藤超短波株式会社ITO Co., Ltd",国械注进20182232195,2018-07-11,2023-07-10
35,心腔内超声导管Ultra ICE Plus 9MHz IntraCardiac Echo Catheter,Boston Scientific Corporation,国械注进20183230244,2018-07-02,2023-07-01
35,便携式彩色超声诊断系统FUJIFILM FC1 Ultrasound System,"FUJIFILM SonoSite, Inc.",国械注进20183230242,2018-07-02,2023-07-01
35,眼科AB型超声诊断仪Diagnostic Ophthalmic Ultrasound,Ellex Medical Pty Ltd,国械注进20183232145,2018-06-27,2023-06-26
35,内镜用超声探头内視鏡用超音波プローブ,奥林巴斯医疗株式会社オリンパスメディカルシステムズ株式会社,国械注进20183232074,2018-06-04,2023-06-03
35,超声诊断系统Ultrasound System,Rimed Ltd.,国械注进20182232081,2018-06-04,2023-06-03
35,超声波治疗仪Ultrasound,"伊藤超短波株式会社ITO CO., LTD.",国械注进20182232072,2018-06-04,2023-06-03
35,超声活检针及附件EUS Needle Systems,Medi-Globe GmbH,国械注进20183152041,2018-05-28,2023-05-27
35,超声诊断系统Diagnostic Ultrasound System,"美国西门子医疗系统公司Siemens Medical Solutions USA, Inc.",国械注进20182230177,2018-05-04,2023-05-03
35,磁共振引导高强度聚焦超声治疗系统MR-Guided High Intensity Focused Ultrasound Therapy System,Philips Oy Philips Medical Systems MR Finland,国械注进20183231019,2018-05-04,2023-05-03
35,聚焦超声减脂仪Contour I V3,Syneron Medical Ltd.,国械注进20183231020,2018-05-04,2023-05-03
35,超声诊断仪Ultrasound Diagnostic Equipment,"三星麦迪逊有限公司SAMSUNG MEDISON CO.,LTD.",国械注进20182231972,2018-04-26,2023-04-25
35,超声诊断仪Ultrasound Diagnostic Imaging System,"SuperSonic Imagine, SA",国械注进20183231970,2018-04-26,2023-04-25
36,超声诊断仪Diagnostic Ultrasound System,奥地利通用电气医疗两合公司GE Healthcare Austria GmbH & Co OG,国械注进20152061495,2018-08-20,2023-08-19
36,彩色超声诊断仪汎用超音波画像診断装置,株式会社日立制作所株式会社日立製作所,国械注进20183062269,2018-08-20,2023-08-19
36,超声洁牙机Dental Scaler,E.M.S. Electro Medical Systems S.A.,国械注进20182032275,2018-08-20,2023-08-19
36,便携式彩色超声诊断仪Ultrasound System,"FUJIFILM SonoSite, Inc.",国械注进20183062278,2018-08-20,2023-08-19
36,超声电子上消化道内窥镜,HOYA株式会社,国械注进20183062277,2018-08-20,2023-08-19
36,超声诊断设备汎用超音波画像診断装置,东芝医疗系统株式会社/東芝メディカルシステムズ株式会社,国械注进20183060304,2018-08-12,2023-08-11
36,内窥镜超声探头体腔向け超音波診断用プローブ,富士胶片株式会社富士フイルム株式会社,国械注进20183230293,2018-07-30,2023-07-29
36,超声波治疗仪超音波治療器,"伊藤超短波株式会社ITO Co., Ltd",国械注进20182232195,2018-07-11,2023-07-10
36,心腔内超声导管Ultra ICE Plus 9MHz IntraCardiac Echo Catheter,Boston Scientific Corporation,国械注进20183230244,2018-07-02,2023-07-01
36,便携式彩色超声诊断系统FUJIFILM FC1 Ultrasound System,"FUJIFILM SonoSite, Inc.",国械注进20183230242,2018-07-02,2023-07-01
36,眼科AB型超声诊断仪Diagnostic Ophthalmic Ultrasound,Ellex Medical Pty Ltd,国械注进20183232145,2018-06-27,2023-06-26
36,内镜用超声探头内視鏡用超音波プローブ,奥林巴斯医疗株式会社オリンパスメディカルシステムズ株式会社,国械注进20183232074,2018-06-04,2023-06-03
36,超声诊断系统Ultrasound System,Rimed Ltd.,国械注进20182232081,2018-06-04,2023-06-03
36,超声波治疗仪Ultrasound,"伊藤超短波株式会社ITO CO., LTD.",国械注进20182232072,2018-06-04,2023-06-03
36,超声活检针及附件EUS Needle Systems,Medi-Globe GmbH,国械注进20183152041,2018-05-28,2023-05-27
36,超声诊断系统Diagnostic Ultrasound System,"美国西门子医疗系统公司Siemens Medical Solutions USA, Inc.",国械注进20182230177,2018-05-04,2023-05-03
36,磁共振引导高强度聚焦超声治疗系统MR-Guided High Intensity Focused Ultrasound Therapy System,Philips Oy Philips Medical Systems MR Finland,国械注进20183231019,2018-05-04,2023-05-03
36,聚焦超声减脂仪Contour I V3,Syneron Medical Ltd.,国械注进20183231020,2018-05-04,2023-05-03
36,超声诊断仪Ultrasound Diagnostic Equipment,"三星麦迪逊有限公司SAMSUNG MEDISON CO.,LTD.",国械注进20182231972,2018-04-26,2023-04-25
36,超声诊断仪Ultrasound Diagnostic Imaging System,"SuperSonic Imagine, SA",国械注进20183231970,2018-04-26,2023-04-25
37,超声诊断仪Diagnostic Ultrasound System,奥地利通用电气医疗两合公司GE Healthcare Austria GmbH & Co OG,国械注进20152061495,2018-08-20,2023-08-19
37,彩色超声诊断仪汎用超音波画像診断装置,株式会社日立制作所株式会社日立製作所,国械注进20183062269,2018-08-20,2023-08-19
37,超声洁牙机Dental Scaler,E.M.S. Electro Medical Systems S.A.,国械注进20182032275,2018-08-20,2023-08-19
37,便携式彩色超声诊断仪Ultrasound System,"FUJIFILM SonoSite, Inc.",国械注进20183062278,2018-08-20,2023-08-19
37,超声电子上消化道内窥镜,HOYA株式会社,国械注进20183062277,2018-08-20,2023-08-19
37,超声诊断设备汎用超音波画像診断装置,东芝医疗系统株式会社/東芝メディカルシステムズ株式会社,国械注进20183060304,2018-08-12,2023-08-11
37,内窥镜超声探头体腔向け超音波診断用プローブ,富士胶片株式会社富士フイルム株式会社,国械注进20183230293,2018-07-30,2023-07-29
37,超声波治疗仪超音波治療器,"伊藤超短波株式会社ITO Co., Ltd",国械注进20182232195,2018-07-11,2023-07-10
37,心腔内超声导管Ultra ICE Plus 9MHz IntraCardiac Echo Catheter,Boston Scientific Corporation,国械注进20183230244,2018-07-02,2023-07-01
37,便携式彩色超声诊断系统FUJIFILM FC1 Ultrasound System,"FUJIFILM SonoSite, Inc.",国械注进20183230242,2018-07-02,2023-07-01
37,眼科AB型超声诊断仪Diagnostic Ophthalmic Ultrasound,Ellex Medical Pty Ltd,国械注进20183232145,2018-06-27,2023-06-26
37,内镜用超声探头内視鏡用超音波プローブ,奥林巴斯医疗株式会社オリンパスメディカルシステムズ株式会社,国械注进20183232074,2018-06-04,2023-06-03
37,超声诊断系统Ultrasound System,Rimed Ltd.,国械注进20182232081,2018-06-04,2023-06-03
37,超声波治疗仪Ultrasound,"伊藤超短波株式会社ITO CO., LTD.",国械注进20182232072,2018-06-04,2023-06-03
37,超声活检针及附件EUS Needle Systems,Medi-Globe GmbH,国械注进20183152041,2018-05-28,2023-05-27
37,超声诊断系统Diagnostic Ultrasound System,"美国西门子医疗系统公司Siemens Medical Solutions USA, Inc.",国械注进20182230177,2018-05-04,2023-05-03
37,磁共振引导高强度聚焦超声治疗系统MR-Guided High Intensity Focused Ultrasound Therapy System,Philips Oy Philips Medical Systems MR Finland,国械注进20183231019,2018-05-04,2023-05-03
37,聚焦超声减脂仪Contour I V3,Syneron Medical Ltd.,国械注进20183231020,2018-05-04,2023-05-03
37,超声诊断仪Ultrasound Diagnostic Equipment,"三星麦迪逊有限公司SAMSUNG MEDISON CO.,LTD.",国械注进20182231972,2018-04-26,2023-04-25
37,超声诊断仪Ultrasound Diagnostic Imaging System,"SuperSonic Imagine, SA",国械注进20183231970,2018-04-26,2023-04-25
38,超声诊断仪Diagnostic Ultrasound System,奥地利通用电气医疗两合公司GE Healthcare Austria GmbH & Co OG,国械注进20152061495,2018-08-20,2023-08-19
38,彩色超声诊断仪汎用超音波画像診断装置,株式会社日立制作所株式会社日立製作所,国械注进20183062269,2018-08-20,2023-08-19
38,超声洁牙机Dental Scaler,E.M.S. Electro Medical Systems S.A.,国械注进20182032275,2018-08-20,2023-08-19
38,便携式彩色超声诊断仪Ultrasound System,"FUJIFILM SonoSite, Inc.",国械注进20183062278,2018-08-20,2023-08-19
38,超声电子上消化道内窥镜,HOYA株式会社,国械注进20183062277,2018-08-20,2023-08-19
38,超声诊断设备汎用超音波画像診断装置,东芝医疗系统株式会社/東芝メディカルシステムズ株式会社,国械注进20183060304,2018-08-12,2023-08-11
38,内窥镜超声探头体腔向け超音波診断用プローブ,富士胶片株式会社富士フイルム株式会社,国械注进20183230293,2018-07-30,2023-07-29
38,超声波治疗仪超音波治療器,"伊藤超短波株式会社ITO Co., Ltd",国械注进20182232195,2018-07-11,2023-07-10
38,心腔内超声导管Ultra ICE Plus 9MHz IntraCardiac Echo Catheter,Boston Scientific Corporation,国械注进20183230244,2018-07-02,2023-07-01
38,便携式彩色超声诊断系统FUJIFILM FC1 Ultrasound System,"FUJIFILM SonoSite, Inc.",国械注进20183230242,2018-07-02,2023-07-01
38,眼科AB型超声诊断仪Diagnostic Ophthalmic Ultrasound,Ellex Medical Pty Ltd,国械注进20183232145,2018-06-27,2023-06-26
38,内镜用超声探头内視鏡用超音波プローブ,奥林巴斯医疗株式会社オリンパスメディカルシステムズ株式会社,国械注进20183232074,2018-06-04,2023-06-03
38,超声诊断系统Ultrasound System,Rimed Ltd.,国械注进20182232081,2018-06-04,2023-06-03
38,超声波治疗仪Ultrasound,"伊藤超短波株式会社ITO CO., LTD.",国械注进20182232072,2018-06-04,2023-06-03
38,超声活检针及附件EUS Needle Systems,Medi-Globe GmbH,国械注进20183152041,2018-05-28,2023-05-27
38,超声诊断系统Diagnostic Ultrasound System,"美国西门子医疗系统公司Siemens Medical Solutions USA, Inc.",国械注进20182230177,2018-05-04,2023-05-03
38,磁共振引导高强度聚焦超声治疗系统MR-Guided High Intensity Focused Ultrasound Therapy System,Philips Oy Philips Medical Systems MR Finland,国械注进20183231019,2018-05-04,2023-05-03
38,聚焦超声减脂仪Contour I V3,Syneron Medical Ltd.,国械注进20183231020,2018-05-04,2023-05-03
38,超声诊断仪Ultrasound Diagnostic Equipment,"三星麦迪逊有限公司SAMSUNG MEDISON CO.,LTD.",国械注进20182231972,2018-04-26,2023-04-25
38,超声诊断仪Ultrasound Diagnostic Imaging System,"SuperSonic Imagine, SA",国械注进20183231970,2018-04-26,2023-04-25
39,超声诊断仪Diagnostic Ultrasound System,奥地利通用电气医疗两合公司GE Healthcare Austria GmbH & Co OG,国械注进20152061495,2018-08-20,2023-08-19
39,彩色超声诊断仪汎用超音波画像診断装置,株式会社日立制作所株式会社日立製作所,国械注进20183062269,2018-08-20,2023-08-19
39,超声洁牙机Dental Scaler,E.M.S. Electro Medical Systems S.A.,国械注进20182032275,2018-08-20,2023-08-19
39,便携式彩色超声诊断仪Ultrasound System,"FUJIFILM SonoSite, Inc.",国械注进20183062278,2018-08-20,2023-08-19
39,超声电子上消化道内窥镜,HOYA株式会社,国械注进20183062277,2018-08-20,2023-08-19
39,超声诊断设备汎用超音波画像診断装置,东芝医疗系统株式会社/東芝メディカルシステムズ株式会社,国械注进20183060304,2018-08-12,2023-08-11
39,内窥镜超声探头体腔向け超音波診断用プローブ,富士胶片株式会社富士フイルム株式会社,国械注进20183230293,2018-07-30,2023-07-29
39,超声波治疗仪超音波治療器,"伊藤超短波株式会社ITO Co., Ltd",国械注进20182232195,2018-07-11,2023-07-10
39,心腔内超声导管Ultra ICE Plus 9MHz IntraCardiac Echo Catheter,Boston Scientific Corporation,国械注进20183230244,2018-07-02,2023-07-01
39,便携式彩色超声诊断系统FUJIFILM FC1 Ultrasound System,"FUJIFILM SonoSite, Inc.",国械注进20183230242,2018-07-02,2023-07-01
39,眼科AB型超声诊断仪Diagnostic Ophthalmic Ultrasound,Ellex Medical Pty Ltd,国械注进20183232145,2018-06-27,2023-06-26
39,内镜用超声探头内視鏡用超音波プローブ,奥林巴斯医疗株式会社オリンパスメディカルシステムズ株式会社,国械注进20183232074,2018-06-04,2023-06-03
39,超声诊断系统Ultrasound System,Rimed Ltd.,国械注进20182232081,2018-06-04,2023-06-03
